vg	vd	ids
0.0	0.0	-8.926e-12
0.0	0.05	7.7181e-09
0.0	0.1	9.4579e-09
0.0	0.15	1.0163e-08
0.0	0.2	1.07e-08
0.0	0.25	1.1202e-08
0.0	0.3	1.1675e-08
0.0	0.35	1.2117e-08
0.0	0.4	1.2544e-08
0.0	0.45	1.2967e-08
0.0	0.5	1.3388e-08
0.05	0.0	-4.4373e-11
0.05	0.05	4.387e-08
0.05	0.1	5.3978e-08
0.05	0.15	5.8025e-08
0.05	0.2	6.0954e-08
0.05	0.25	6.3509e-08
0.05	0.3	6.5915e-08
0.05	0.35	6.8264e-08
0.05	0.4	7.0573e-08
0.05	0.45	7.2821e-08
0.05	0.5	7.4963e-08
0.1	0.0	-2.0437e-10
0.1	0.05	2.2679e-07
0.1	0.1	2.8159e-07
0.1	0.15	3.0138e-07
0.1	0.2	3.1442e-07
0.1	0.25	3.2579e-07
0.1	0.3	3.3617e-07
0.1	0.35	3.4575e-07
0.1	0.4	3.5485e-07
0.1	0.45	3.6364e-07
0.1	0.5	3.7218e-07
0.15	0.0	-6.7249e-10
0.15	0.05	9.0687e-07
0.15	0.1	1.1504e-06
0.15	0.15	1.2246e-06
0.15	0.2	1.2643e-06
0.15	0.25	1.2956e-06
0.15	0.3	1.3233e-06
0.15	0.35	1.3486e-06
0.15	0.4	1.372e-06
0.15	0.45	1.3942e-06
0.15	0.5	1.4153e-06
0.2	0.0	-1.4499e-09
0.2	0.05	2.4559e-06
0.2	0.1	3.2411e-06
0.2	0.15	3.4481e-06
0.2	0.2	3.5304e-06
0.2	0.25	3.5847e-06
0.2	0.3	3.63e-06
0.2	0.35	3.6704e-06
0.2	0.4	3.7075e-06
0.2	0.45	3.7421e-06
0.2	0.5	3.7745e-06
0.25	0.0	-2.3046e-09
0.25	0.05	4.7704e-06
0.25	0.1	6.6309e-06
0.25	0.15	7.1147e-06
0.25	0.2	7.2708e-06
0.25	0.25	7.3483e-06
0.25	0.3	7.4063e-06
0.25	0.35	7.4563e-06
0.25	0.4	7.5014e-06
0.25	0.45	7.543e-06
0.25	0.5	7.5817e-06
0.3	0.0	-3.0834e-09
0.3	0.05	7.488e-06
0.3	0.1	1.1025e-05
0.3	0.15	1.2052e-05
0.3	0.2	1.2331e-05
0.3	0.25	1.2441e-05
0.3	0.3	1.2512e-05
0.3	0.35	1.2569e-05
0.3	0.4	1.262e-05
0.3	0.45	1.2665e-05
0.3	0.5	1.2708e-05
0.35	0.0	-3.7359e-09
0.35	0.05	1.0295e-05
0.35	0.1	1.6059e-05
0.35	0.15	1.8012e-05
0.35	0.2	1.8534e-05
0.35	0.25	1.8703e-05
0.35	0.3	1.88e-05
0.35	0.35	1.8867e-05
0.35	0.4	1.8923e-05
0.35	0.45	1.8972e-05
0.35	0.5	1.9017e-05
0.4	0.0	-4.2605e-09
0.4	0.05	1.2983e-05
0.4	0.1	2.1355e-05
0.4	0.15	2.477e-05
0.4	0.2	2.5747e-05
0.4	0.25	2.6043e-05
0.4	0.3	2.6167e-05
0.4	0.35	2.6247e-05
0.4	0.4	2.631e-05
0.4	0.45	2.6364e-05
0.4	0.5	2.6413e-05
0.45	0.0	-4.6536e-09
0.45	0.05	1.544e-05
0.45	0.1	2.6549e-05
0.45	0.15	3.2006e-05
0.45	0.2	3.3807e-05
0.45	0.25	3.4338e-05
0.45	0.3	3.4527e-05
0.45	0.35	3.4629e-05
0.45	0.4	3.4702e-05
0.45	0.45	3.4767e-05
0.45	0.5	3.4822e-05
0.5	0.0	-4.9888e-09
0.5	0.05	1.7633e-05
0.5	0.1	3.1379e-05
0.5	0.15	3.9243e-05
0.5	0.2	4.2468e-05
0.5	0.25	4.3459e-05
0.5	0.3	4.378e-05
0.5	0.35	4.3923e-05
0.5	0.4	4.4019e-05
0.5	0.45	4.409e-05
0.5	0.5	4.4148e-05
