vg	vd	ids
0.0	0.0	-6.6643e-13
0.0	0.05	5.5691e-10
0.0	0.1	6.4192e-10
0.0	0.15	6.56e-10
0.0	0.2	6.5951e-10
0.0	0.25	6.6134e-10
0.0	0.3	6.628e-10
0.0	0.35	6.6411e-10
0.0	0.4	6.6532e-10
0.0	0.45	6.6643e-10
0.0	0.5	6.6747e-10
0.05	0.0	-2.9524e-12
0.05	0.05	3.7324e-09
0.05	0.1	4.3179e-09
0.05	0.15	4.415e-09
0.05	0.2	4.4397e-09
0.05	0.25	4.4526e-09
0.05	0.3	4.4628e-09
0.05	0.35	4.4719e-09
0.05	0.4	4.4802e-09
0.05	0.45	4.4878e-09
0.05	0.5	4.4949e-09
0.1	0.0	-1.6446e-11
0.1	0.05	2.4652e-08
0.1	0.1	2.8602e-08
0.1	0.15	2.9268e-08
0.1	0.2	2.9438e-08
0.1	0.25	2.9527e-08
0.1	0.3	2.9597e-08
0.1	0.35	2.9658e-08
0.1	0.4	2.9712e-08
0.1	0.45	2.9762e-08
0.1	0.5	2.9809e-08
0.15	0.0	-8.1108e-11
0.15	0.05	1.4929e-07
0.15	0.1	1.7537e-07
0.15	0.15	1.7984e-07
0.15	0.2	1.8096e-07
0.15	0.25	1.815e-07
0.15	0.3	1.8191e-07
0.15	0.35	1.8226e-07
0.15	0.4	1.8258e-07
0.15	0.45	1.8286e-07
0.15	0.5	1.8311e-07
0.2	0.0	-2.0343e-10
0.2	0.05	6.6415e-07
0.2	0.1	8.1573e-07
0.2	0.15	8.4319e-07
0.2	0.2	8.4941e-07
0.2	0.25	8.5195e-07
0.2	0.3	8.5368e-07
0.2	0.35	8.5509e-07
0.2	0.4	8.563e-07
0.2	0.45	8.5738e-07
0.2	0.5	8.5835e-07
0.25	0.0	-7.0668e-11
0.25	0.05	1.7716e-06
0.25	0.1	2.3674e-06
0.25	0.15	2.4953e-06
0.25	0.2	2.5228e-06
0.25	0.25	2.5316e-06
0.25	0.3	2.5366e-06
0.25	0.35	2.5403e-06
0.25	0.4	2.5434e-06
0.25	0.45	2.5461e-06
0.25	0.5	2.5485e-06
0.3	0.0	5.7324e-10
0.3	0.05	3.192e-06
0.3	0.1	4.6823e-06
0.3	0.15	5.096e-06
0.3	0.2	5.1904e-06
0.3	0.25	5.2163e-06
0.3	0.3	5.2277e-06
0.3	0.35	5.2352e-06
0.3	0.4	5.2412e-06
0.3	0.45	5.2467e-06
0.3	0.5	5.2511e-06
0.35	0.0	1.5915e-09
0.35	0.05	4.6352e-06
0.35	0.1	7.3631e-06
0.35	0.15	8.356e-06
0.35	0.2	8.6203e-06
0.35	0.25	8.6864e-06
0.35	0.3	8.7098e-06
0.35	0.35	8.7227e-06
0.35	0.4	8.7322e-06
0.35	0.45	8.7399e-06
0.35	0.5	8.7464e-06
0.4	0.0	2.7213e-09
0.4	0.05	5.9591e-06
0.4	0.1	1.0074e-05
0.4	0.15	1.1984e-05
0.4	0.2	1.2597e-05
0.4	0.25	1.2761e-05
0.4	0.3	1.281e-05
0.4	0.35	1.2831e-05
0.4	0.4	1.2845e-05
0.4	0.45	1.2856e-05
0.4	0.5	1.2865e-05
0.45	0.0	3.7518e-09
0.45	0.05	7.1043e-06
0.45	0.1	1.2546e-05
0.45	0.15	1.564e-05
0.45	0.2	1.6921e-05
0.45	0.25	1.7294e-05
0.45	0.3	1.7398e-05
0.45	0.35	1.7437e-05
0.45	0.4	1.7458e-05
0.45	0.45	1.7473e-05
0.45	0.5	1.7485e-05
0.5	0.0	4.6253e-09
0.5	0.05	8.0602e-06
0.5	0.1	1.4704e-05
0.5	0.15	1.9114e-05
0.5	0.2	2.1352e-05
0.5	0.25	2.2135e-05
0.5	0.3	2.2365e-05
0.5	0.35	2.2444e-05
0.5	0.4	2.2478e-05
0.5	0.45	2.2498e-05
0.5	0.5	2.2513e-05
