vg	vd	ids
0.0	0.0	1.5344e-13
0.0	0.05	1.9192e-11
0.0	0.1	2.2021e-11
0.0	0.15	2.2442e-11
0.0	0.2	2.2515e-11
0.0	0.25	2.2537e-11
0.0	0.3	2.2549e-11
0.0	0.35	2.256e-11
0.0	0.4	2.257e-11
0.0	0.45	2.2579e-11
0.0	0.5	2.2587e-11
0.05	0.0	6.4025e-13
0.05	0.05	1.3204e-10
0.05	0.1	1.5162e-10
0.05	0.15	1.5456e-10
0.05	0.2	1.5508e-10
0.05	0.25	1.5523e-10
0.05	0.3	1.5533e-10
0.05	0.35	1.5541e-10
0.05	0.4	1.5548e-10
0.05	0.45	1.5555e-10
0.05	0.5	1.5561e-10
0.1	0.0	4.2455e-12
0.1	0.05	9.1035e-10
0.1	0.1	1.0452e-09
0.1	0.15	1.0657e-09
0.1	0.2	1.0694e-09
0.1	0.25	1.0706e-09
0.1	0.3	1.0713e-09
0.1	0.35	1.0719e-09
0.1	0.4	1.0725e-09
0.1	0.45	1.073e-09
0.1	0.5	1.0734e-09
0.15	0.0	2.9589e-11
0.15	0.05	6.1881e-09
0.15	0.1	7.1191e-09
0.15	0.15	7.2613e-09
0.15	0.2	7.2879e-09
0.15	0.25	7.2968e-09
0.15	0.3	7.3024e-09
0.15	0.35	7.307e-09
0.15	0.4	7.311e-09
0.15	0.45	7.3147e-09
0.15	0.5	7.318e-09
0.2	0.0	1.9282e-10
0.2	0.05	4.036e-08
0.2	0.1	4.6705e-08
0.2	0.15	4.7697e-08
0.2	0.2	4.7887e-08
0.2	0.25	4.7952e-08
0.2	0.3	4.7994e-08
0.2	0.35	4.8028e-08
0.2	0.4	4.8057e-08
0.2	0.45	4.8082e-08
0.2	0.5	4.8105e-08
0.25	0.0	9.7128e-10
0.25	0.05	2.2246e-07
0.25	0.1	2.6418e-07
0.25	0.15	2.7108e-07
0.25	0.2	2.7241e-07
0.25	0.25	2.7285e-07
0.25	0.3	2.7311e-07
0.25	0.35	2.7331e-07
0.25	0.4	2.7349e-07
0.25	0.45	2.7364e-07
0.25	0.5	2.7377e-07
0.3	0.0	2.7835e-09
0.3	0.05	7.8134e-07
0.3	0.1	1.0046e-06
0.3	0.15	1.0487e-06
0.3	0.2	1.0573e-06
0.3	0.25	1.0596e-06
0.3	0.3	1.0607e-06
0.3	0.35	1.0616e-06
0.3	0.4	1.0622e-06
0.3	0.45	1.0628e-06
0.3	0.5	1.0632e-06
0.35	0.0	4.8394e-09
0.35	0.05	1.6154e-06
0.35	0.1	2.3535e-06
0.35	0.15	2.5632e-06
0.35	0.2	2.6095e-06
0.35	0.25	2.6209e-06
0.35	0.3	2.6246e-06
0.35	0.35	2.6268e-06
0.35	0.4	2.6283e-06
0.35	0.45	2.6296e-06
0.35	0.5	2.6307e-06
0.4	0.0	6.5941e-09
0.4	0.05	2.4193e-06
0.4	0.1	3.9366e-06
0.4	0.15	4.5702e-06
0.4	0.2	4.7626e-06
0.4	0.25	4.8071e-06
0.4	0.3	4.8194e-06
0.4	0.35	4.8249e-06
0.4	0.4	4.828e-06
0.4	0.45	4.8303e-06
0.4	0.5	4.8322e-06
0.45	0.0	7.9895e-09
0.45	0.05	3.0731e-06
0.45	0.1	5.3704e-06
0.45	0.15	6.6848e-06
0.45	0.2	7.2359e-06
0.45	0.25	7.3975e-06
0.45	0.3	7.4388e-06
0.45	0.35	7.452e-06
0.45	0.4	7.4584e-06
0.45	0.45	7.4622e-06
0.45	0.5	7.465e-06
0.5	0.0	9.0562e-09
0.5	0.05	3.557e-06
0.5	0.1	6.4973e-06
0.5	0.15	8.5432e-06
0.5	0.2	9.6842e-06
0.5	0.25	1.0142e-05
0.5	0.3	1.028e-05
0.5	0.35	1.0319e-05
0.5	0.4	1.0333e-05
0.5	0.45	1.034e-05
0.5	0.5	1.0344e-05
