vg	vd	ids
0.0	0.0	1.6016e-12
0.0	0.05	1.744e-09
0.0	0.1	2.0452e-09
0.0	0.15	2.1184e-09
0.0	0.2	2.1547e-09
0.0	0.25	2.1834e-09
0.0	0.3	2.2094e-09
0.0	0.35	2.2338e-09
0.0	0.4	2.2569e-09
0.0	0.45	2.2789e-09
0.0	0.5	2.2998e-09
0.05	0.0	7.3081e-12
0.05	0.05	1.1222e-08
0.05	0.1	1.3186e-08
0.05	0.15	1.3664e-08
0.05	0.2	1.3899e-08
0.05	0.25	1.4085e-08
0.05	0.3	1.4253e-08
0.05	0.35	1.441e-08
0.05	0.4	1.4556e-08
0.05	0.45	1.4692e-08
0.05	0.5	1.4819e-08
0.1	0.0	4.47e-11
0.1	0.05	6.9142e-08
0.1	0.1	8.1683e-08
0.1	0.15	8.469e-08
0.1	0.2	8.6112e-08
0.1	0.25	8.7197e-08
0.1	0.3	8.8146e-08
0.1	0.35	8.9003e-08
0.1	0.4	8.9787e-08
0.1	0.45	9.0514e-08
0.1	0.5	9.1194e-08
0.15	0.0	2.4938e-10
0.15	0.05	3.5968e-07
0.15	0.1	4.3387e-07
0.15	0.15	4.5044e-07
0.15	0.2	4.5701e-07
0.15	0.25	4.6153e-07
0.15	0.3	4.6537e-07
0.15	0.35	4.688e-07
0.15	0.4	4.7191e-07
0.15	0.45	4.7477e-07
0.15	0.5	4.774e-07
0.2	0.0	9.1066e-10
0.2	0.05	1.2469e-06
0.2	0.1	1.587e-06
0.2	0.15	1.6603e-06
0.2	0.2	1.6819e-06
0.2	0.25	1.6935e-06
0.2	0.3	1.7023e-06
0.2	0.35	1.71e-06
0.2	0.4	1.7168e-06
0.2	0.45	1.723e-06
0.2	0.5	1.7286e-06
0.25	0.0	2.1456e-09
0.25	0.05	2.7456e-06
0.25	0.1	3.7771e-06
0.25	0.15	4.0319e-06
0.25	0.2	4.0929e-06
0.25	0.25	4.1163e-06
0.25	0.3	4.131e-06
0.25	0.35	4.1428e-06
0.25	0.4	4.153e-06
0.25	0.45	4.1621e-06
0.25	0.5	4.1703e-06
0.3	0.0	3.788e-09
0.3	0.05	4.5137e-06
0.3	0.1	6.7183e-06
0.3	0.15	7.3969e-06
0.3	0.2	7.5546e-06
0.3	0.25	7.6023e-06
0.3	0.3	7.626e-06
0.3	0.35	7.6427e-06
0.3	0.4	7.6565e-06
0.3	0.45	7.6683e-06
0.3	0.5	7.6788e-06
0.35	0.0	5.5252e-09
0.35	0.05	6.2835e-06
0.35	0.1	1.0024e-05
0.35	0.15	1.1469e-05
0.35	0.2	1.184e-05
0.35	0.25	1.1946e-05
0.35	0.3	1.1986e-05
0.35	0.35	1.201e-05
0.35	0.4	1.2028e-05
0.35	0.45	1.2043e-05
0.35	0.5	1.2056e-05
0.4	0.0	7.1098e-09
0.4	0.05	7.9004e-06
0.4	0.1	1.334e-05
0.4	0.15	1.5926e-05
0.4	0.2	1.6759e-05
0.4	0.25	1.6976e-05
0.4	0.3	1.7047e-05
0.4	0.35	1.7082e-05
0.4	0.4	1.7109e-05
0.4	0.45	1.7128e-05
0.4	0.5	1.7144e-05
0.45	0.0	8.4244e-09
0.45	0.05	9.3004e-06
0.45	0.1	1.6405e-05
0.45	0.15	2.0484e-05
0.45	0.2	2.2088e-05
0.45	0.25	2.2544e-05
0.45	0.3	2.2688e-05
0.45	0.35	2.2745e-05
0.45	0.4	2.2777e-05
0.45	0.45	2.2801e-05
0.45	0.5	2.282e-05
0.5	0.0	9.4503e-09
0.5	0.05	1.0483e-05
0.5	0.1	1.9076e-05
0.5	0.15	2.4711e-05
0.5	0.2	2.7538e-05
0.5	0.25	2.851e-05
0.5	0.3	2.8792e-05
0.5	0.35	2.889e-05
0.5	0.4	2.8937e-05
0.5	0.45	2.8968e-05
0.5	0.5	2.8994e-05
