vg	vd	ids
0.0	0.0	-2.3274e-15
0.0	0.05	1.3966e-11
0.0	0.1	1.6054e-11
0.0	0.15	1.6369e-11
0.0	0.2	1.643e-11
0.0	0.25	1.6452e-11
0.0	0.3	1.6467e-11
0.0	0.35	1.6481e-11
0.0	0.4	1.6493e-11
0.0	0.45	1.6505e-11
0.0	0.5	1.6516e-11
0.05	0.0	-4.5261e-15
0.05	0.05	9.5548e-11
0.05	0.1	1.0991e-10
0.05	0.15	1.1212e-10
0.05	0.2	1.1255e-10
0.05	0.25	1.1271e-10
0.05	0.3	1.1282e-10
0.05	0.35	1.1292e-10
0.05	0.4	1.1301e-10
0.05	0.45	1.1309e-10
0.05	0.5	1.1317e-10
0.1	0.0	-2.0576e-13
0.1	0.05	6.5638e-10
0.1	0.1	7.5476e-10
0.1	0.15	7.7006e-10
0.1	0.2	7.7309e-10
0.1	0.25	7.7425e-10
0.1	0.3	7.7507e-10
0.1	0.35	7.7577e-10
0.1	0.4	7.7641e-10
0.1	0.45	7.7701e-10
0.1	0.5	7.7756e-10
0.15	0.0	-1.5961e-12
0.15	0.05	4.422e-09
0.15	0.1	5.099e-09
0.15	0.15	5.2045e-09
0.15	0.2	5.2259e-09
0.15	0.25	5.2343e-09
0.15	0.3	5.2402e-09
0.15	0.35	5.2452e-09
0.15	0.4	5.2498e-09
0.15	0.45	5.2539e-09
0.15	0.5	5.2578e-09
0.2	0.0	-5.9356e-12
0.2	0.05	2.9098e-08
0.2	0.1	3.3691e-08
0.2	0.15	3.4422e-08
0.2	0.2	3.4573e-08
0.2	0.25	3.4632e-08
0.2	0.3	3.4673e-08
0.2	0.35	3.4708e-08
0.2	0.4	3.4739e-08
0.2	0.45	3.4767e-08
0.2	0.5	3.4792e-08
0.25	0.0	-8.4336e-13
0.25	0.05	1.6794e-07
0.25	0.1	1.9824e-07
0.25	0.15	2.0326e-07
0.25	0.2	2.0428e-07
0.25	0.25	2.0466e-07
0.25	0.3	2.049e-07
0.25	0.35	2.051e-07
0.25	0.4	2.0528e-07
0.25	0.45	2.0543e-07
0.25	0.5	2.0557e-07
0.3	0.0	7.926e-11
0.3	0.05	6.5532e-07
0.3	0.1	8.2592e-07
0.3	0.15	8.5821e-07
0.3	0.2	8.6457e-07
0.3	0.25	8.6647e-07
0.3	0.3	8.675e-07
0.3	0.35	8.6828e-07
0.3	0.4	8.6894e-07
0.3	0.45	8.695e-07
0.3	0.5	8.7e-07
0.35	0.0	2.439e-10
0.35	0.05	1.4888e-06
0.35	0.1	2.1076e-06
0.35	0.15	2.2678e-06
0.35	0.2	2.3021e-06
0.35	0.25	2.3105e-06
0.35	0.3	2.3142e-06
0.35	0.35	2.3163e-06
0.35	0.4	2.3179e-06
0.35	0.45	2.3192e-06
0.35	0.5	2.3203e-06
0.4	0.0	4.3637e-10
0.4	0.05	2.3507e-06
0.4	0.1	3.7245e-06
0.4	0.15	4.2523e-06
0.4	0.2	4.3889e-06
0.4	0.25	4.4216e-06
0.4	0.3	4.4315e-06
0.4	0.35	4.4365e-06
0.4	0.4	4.4396e-06
0.4	0.45	4.442e-06
0.4	0.5	4.444e-06
0.45	0.0	6.179e-10
0.45	0.05	3.0844e-06
0.45	0.1	5.2895e-06
0.45	0.15	6.4527e-06
0.45	0.2	6.863e-06
0.45	0.25	6.9792e-06
0.45	0.3	7.0093e-06
0.45	0.35	7.0197e-06
0.45	0.4	7.0252e-06
0.45	0.45	7.0294e-06
0.45	0.5	7.0325e-06
0.5	0.0	7.6854e-10
0.5	0.05	3.6583e-06
0.5	0.1	6.5912e-06
0.5	0.15	8.5208e-06
0.5	0.2	9.4348e-06
0.5	0.25	9.7659e-06
0.5	0.3	9.859e-06
0.5	0.35	9.8881e-06
0.5	0.4	9.899e-06
0.5	0.45	9.905e-06
0.5	0.5	9.9097e-06
