vg	vd	ids
0.0	0.0	-4.4792e-13
0.0	0.05	1.6765e-10
0.0	0.1	1.9255e-10
0.0	0.15	1.9634e-10
0.0	0.2	1.9705e-10
0.0	0.25	1.9728e-10
0.0	0.3	1.9743e-10
0.0	0.35	1.9756e-10
0.0	0.4	1.9768e-10
0.0	0.45	1.9778e-10
0.0	0.5	1.9788e-10
0.05	0.0	-2.5213e-12
0.05	0.05	1.1404e-09
0.05	0.1	1.3133e-09
0.05	0.15	1.3396e-09
0.05	0.2	1.3447e-09
0.05	0.25	1.3464e-09
0.05	0.3	1.3476e-09
0.05	0.35	1.3486e-09
0.05	0.4	1.3494e-09
0.05	0.45	1.3502e-09
0.05	0.5	1.3509e-09
0.1	0.0	-1.5743e-11
0.1	0.05	7.7206e-09
0.1	0.1	8.8997e-09
0.1	0.15	9.0837e-09
0.1	0.2	9.1198e-09
0.1	0.25	9.1332e-09
0.1	0.3	9.1421e-09
0.1	0.35	9.1495e-09
0.1	0.4	9.156e-09
0.1	0.45	9.1618e-09
0.1	0.5	9.1671e-09
0.15	0.0	-9.1946e-11
0.15	0.05	5.0149e-08
0.15	0.1	5.8148e-08
0.15	0.15	5.9423e-08
0.15	0.2	5.9683e-08
0.15	0.25	5.9783e-08
0.15	0.3	5.9849e-08
0.15	0.35	5.9904e-08
0.15	0.4	5.9951e-08
0.15	0.45	5.9993e-08
0.15	0.5	6.0031e-08
0.2	0.0	-3.9502e-10
0.2	0.05	2.7449e-07
0.2	0.1	3.2658e-07
0.2	0.15	3.3533e-07
0.2	0.2	3.3713e-07
0.2	0.25	3.3779e-07
0.2	0.3	3.3821e-07
0.2	0.35	3.3855e-07
0.2	0.4	3.3884e-07
0.2	0.45	3.3909e-07
0.2	0.5	3.3931e-07
0.25	0.0	-9.174e-10
0.25	0.05	9.6451e-07
0.25	0.1	1.2337e-06
0.25	0.15	1.2868e-06
0.25	0.2	1.2976e-06
0.25	0.25	1.3009e-06
0.25	0.3	1.3028e-06
0.25	0.35	1.3041e-06
0.25	0.4	1.3052e-06
0.25	0.45	1.3062e-06
0.25	0.5	1.307e-06
0.3	0.0	-1.2317e-09
0.3	0.05	2.0543e-06
0.3	0.1	2.9189e-06
0.3	0.15	3.1521e-06
0.3	0.2	3.2011e-06
0.3	0.25	3.2137e-06
0.3	0.3	3.219e-06
0.3	0.35	3.2224e-06
0.3	0.4	3.225e-06
0.3	0.45	3.2272e-06
0.3	0.5	3.2291e-06
0.35	0.0	-1.2347e-09
0.35	0.05	3.2006e-06
0.35	0.1	5.0186e-06
0.35	0.15	5.6948e-06
0.35	0.2	5.8719e-06
0.35	0.25	5.9136e-06
0.35	0.3	5.927e-06
0.35	0.35	5.9338e-06
0.35	0.4	5.9386e-06
0.35	0.45	5.9424e-06
0.35	0.5	5.9457e-06
0.4	0.0	-1.0721e-09
0.4	0.05	4.2152e-06
0.4	0.1	7.1272e-06
0.4	0.15	8.5558e-06
0.4	0.2	9.0377e-06
0.4	0.25	9.1622e-06
0.4	0.3	9.1993e-06
0.4	0.35	9.213e-06
0.4	0.4	9.2209e-06
0.4	0.45	9.2267e-06
0.4	0.5	9.2314e-06
0.45	0.0	-8.5978e-10
0.45	0.05	5.0396e-06
0.45	0.1	8.9829e-06
0.45	0.15	1.1325e-05
0.45	0.2	1.2433e-05
0.45	0.25	1.2769e-05
0.45	0.3	1.286e-05
0.45	0.35	1.2889e-05
0.45	0.4	1.2903e-05
0.45	0.45	1.2912e-05
0.45	0.5	1.2919e-05
0.5	0.0	-6.595e-10
0.5	0.05	5.6803e-06
0.5	0.1	1.0477e-05
0.5	0.15	1.3809e-05
0.5	0.2	1.5759e-05
0.5	0.25	1.6519e-05
0.5	0.3	1.6752e-05
0.5	0.35	1.6827e-05
0.5	0.4	1.6854e-05
0.5	0.45	1.6867e-05
0.5	0.5	1.6876e-05
