vg	vd	ids
0.0	0.0	-7.5043e-12
0.0	0.05	6.0011e-10
0.0	0.1	6.9197e-10
0.0	0.15	7.0648e-10
0.0	0.2	7.0953e-10
0.0	0.25	7.1081e-10
0.0	0.3	7.1175e-10
0.0	0.35	7.1256e-10
0.0	0.4	7.133e-10
0.0	0.45	7.1397e-10
0.0	0.5	7.1459e-10
0.05	0.0	-4.87e-11
0.05	0.05	4.0447e-09
0.05	0.1	4.6749e-09
0.05	0.15	4.7756e-09
0.05	0.2	4.7975e-09
0.05	0.25	4.807e-09
0.05	0.3	4.8139e-09
0.05	0.35	4.8199e-09
0.05	0.4	4.8252e-09
0.05	0.45	4.83e-09
0.05	0.5	4.8345e-09
0.1	0.0	-3.1473e-10
0.1	0.05	2.6798e-08
0.1	0.1	3.107e-08
0.1	0.15	3.1767e-08
0.1	0.2	3.1924e-08
0.1	0.25	3.1993e-08
0.1	0.3	3.2044e-08
0.1	0.35	3.2087e-08
0.1	0.4	3.2125e-08
0.1	0.45	3.2159e-08
0.1	0.5	3.219e-08
0.15	0.0	-1.7374e-09
0.15	0.05	1.6134e-07
0.15	0.1	1.8966e-07
0.15	0.15	1.9443e-07
0.15	0.2	1.9552e-07
0.15	0.25	1.9599e-07
0.15	0.3	1.9632e-07
0.15	0.35	1.9659e-07
0.15	0.4	1.9684e-07
0.15	0.45	1.9705e-07
0.15	0.5	1.9724e-07
0.2	0.0	-6.047e-09
0.2	0.05	6.9806e-07
0.2	0.1	8.6123e-07
0.2	0.15	8.9106e-07
0.2	0.2	8.9755e-07
0.2	0.25	9.0002e-07
0.2	0.3	9.016e-07
0.2	0.35	9.0287e-07
0.2	0.4	9.0396e-07
0.2	0.45	9.049e-07
0.2	0.5	9.0573e-07
0.25	0.0	-1.2192e-08
0.25	0.05	1.8055e-06
0.25	0.1	2.4288e-06
0.25	0.15	2.5672e-06
0.25	0.2	2.5969e-06
0.25	0.25	2.6061e-06
0.25	0.3	2.6111e-06
0.25	0.35	2.6147e-06
0.25	0.4	2.6177e-06
0.25	0.45	2.6202e-06
0.25	0.5	2.6225e-06
0.3	0.0	-1.7838e-08
0.3	0.05	3.1966e-06
0.3	0.1	4.7189e-06
0.3	0.15	5.1657e-06
0.3	0.2	5.266e-06
0.3	0.25	5.2929e-06
0.3	0.3	5.3042e-06
0.3	0.35	5.3116e-06
0.3	0.4	5.3173e-06
0.3	0.45	5.322e-06
0.3	0.5	5.3266e-06
0.35	0.0	-2.2387e-08
0.35	0.05	4.591e-06
0.35	0.1	7.3382e-06
0.35	0.15	8.392e-06
0.35	0.2	8.6753e-06
0.35	0.25	8.745e-06
0.35	0.3	8.7688e-06
0.35	0.35	8.7816e-06
0.35	0.4	8.7907e-06
0.35	0.45	8.798e-06
0.35	0.5	8.8042e-06
0.4	0.0	-2.5992e-08
0.4	0.05	5.8489e-06
0.4	0.1	9.9495e-06
0.4	0.15	1.192e-05
0.4	0.2	1.2605e-05
0.4	0.25	1.2779e-05
0.4	0.3	1.2833e-05
0.4	0.35	1.2856e-05
0.4	0.4	1.2869e-05
0.4	0.45	1.2879e-05
0.4	0.5	1.2888e-05
0.45	0.0	-2.8892e-08
0.45	0.05	6.9188e-06
0.45	0.1	1.2318e-05
0.45	0.15	1.5485e-05
0.45	0.2	1.6849e-05
0.45	0.25	1.7259e-05
0.45	0.3	1.7372e-05
0.45	0.35	1.7413e-05
0.45	0.4	1.7434e-05
0.45	0.45	1.7448e-05
0.45	0.5	1.746e-05
0.5	0.0	-3.131e-08
0.5	0.05	7.8005e-06
0.5	0.1	1.4328e-05
0.5	0.15	1.8763e-05
0.5	0.2	2.1102e-05
0.5	0.25	2.2012e-05
0.5	0.3	2.2271e-05
0.5	0.35	2.2358e-05
0.5	0.4	2.2391e-05
0.5	0.45	2.2412e-05
0.5	0.5	2.2426e-05
