vg	vd	ids
0.0	0.0	3.1433e-12
0.0	0.05	7.3434e-10
0.0	0.1	8.5023e-10
0.0	0.15	8.7244e-10
0.0	0.2	8.8032e-10
0.0	0.25	8.8566e-10
0.0	0.3	8.9026e-10
0.0	0.35	8.9444e-10
0.0	0.4	8.9829e-10
0.0	0.45	9.0188e-10
0.0	0.5	9.0525e-10
0.05	0.0	1.9493e-11
0.05	0.05	4.8857e-09
0.05	0.1	5.6694e-09
0.05	0.15	5.8208e-09
0.05	0.2	5.8747e-09
0.05	0.25	5.911e-09
0.05	0.3	5.9421e-09
0.05	0.35	5.9701e-09
0.05	0.4	5.9959e-09
0.05	0.45	6.0198e-09
0.05	0.5	6.0421e-09
0.1	0.0	1.2446e-10
0.1	0.05	3.1751e-08
0.1	0.1	3.697e-08
0.1	0.15	3.7985e-08
0.1	0.2	3.8341e-08
0.1	0.25	3.8575e-08
0.1	0.3	3.8773e-08
0.1	0.35	3.8949e-08
0.1	0.4	3.911e-08
0.1	0.45	3.9258e-08
0.1	0.5	3.9394e-08
0.15	0.0	7.0038e-10
0.15	0.05	1.8607e-07
0.15	0.1	2.1964e-07
0.15	0.15	2.2609e-07
0.15	0.2	2.2814e-07
0.15	0.25	2.2939e-07
0.15	0.3	2.3039e-07
0.15	0.35	2.3127e-07
0.15	0.4	2.3207e-07
0.15	0.45	2.3278e-07
0.15	0.5	2.3344e-07
0.2	0.0	2.6288e-09
0.2	0.05	7.8223e-07
0.2	0.1	9.6734e-07
0.2	0.15	1.0033e-06
0.2	0.2	1.0125e-06
0.2	0.25	1.0169e-06
0.2	0.3	1.02e-06
0.2	0.35	1.0227e-06
0.2	0.4	1.0251e-06
0.2	0.45	1.0272e-06
0.2	0.5	1.0291e-06
0.25	0.0	5.9981e-09
0.25	0.05	1.9847e-06
0.25	0.1	2.6736e-06
0.25	0.15	2.8295e-06
0.25	0.2	2.8646e-06
0.25	0.25	2.8767e-06
0.25	0.3	2.8837e-06
0.25	0.35	2.8891e-06
0.25	0.4	2.8936e-06
0.25	0.45	2.8976e-06
0.25	0.5	2.9011e-06
0.3	0.0	9.9594e-09
0.3	0.05	3.4682e-06
0.3	0.1	5.1316e-06
0.3	0.15	5.6261e-06
0.3	0.2	5.739e-06
0.3	0.25	5.7703e-06
0.3	0.3	5.7843e-06
0.3	0.35	5.7935e-06
0.3	0.4	5.8016e-06
0.3	0.45	5.8079e-06
0.3	0.5	5.8132e-06
0.35	0.0	1.3824e-08
0.35	0.05	4.9257e-06
0.35	0.1	7.9031e-06
0.35	0.15	9.0707e-06
0.35	0.2	9.3858e-06
0.35	0.25	9.465e-06
0.35	0.3	9.4927e-06
0.35	0.35	9.5077e-06
0.35	0.4	9.5186e-06
0.35	0.45	9.5274e-06
0.35	0.5	9.5357e-06
0.4	0.0	1.7242e-08
0.4	0.05	6.2116e-06
0.4	0.1	1.0612e-05
0.4	0.15	1.2793e-05
0.4	0.2	1.3563e-05
0.4	0.25	1.3765e-05
0.4	0.3	1.3823e-05
0.4	0.35	1.3849e-05
0.4	0.4	1.3864e-05
0.4	0.45	1.3876e-05
0.4	0.5	1.3886e-05
0.45	0.0	2.0098e-08
0.45	0.05	7.2772e-06
0.45	0.1	1.3004e-05
0.45	0.15	1.6477e-05
0.45	0.2	1.8023e-05
0.45	0.25	1.8495e-05
0.45	0.3	1.8627e-05
0.45	0.35	1.8674e-05
0.45	0.4	1.8698e-05
0.45	0.45	1.8716e-05
0.45	0.5	1.8729e-05
0.5	0.0	2.2441e-08
0.5	0.05	8.1352e-06
0.5	0.1	1.4973e-05
0.5	0.15	1.9763e-05
0.5	0.2	2.2396e-05
0.5	0.25	2.3456e-05
0.5	0.3	2.3766e-05
0.5	0.35	2.3868e-05
0.5	0.4	2.3908e-05
0.5	0.45	2.393e-05
0.5	0.5	2.3946e-05
